ID,Repository_Name,Repository_URL,Repository_Contacts,Repository_Size,Repository_Language,Repository_Provider_Type,Institution_Name,Institution_Country,Institution_Responsibility_Type,Institution_Type,Institution_URL,Policies,Database_Accesses,Database_Licenses,Data_Accesses,Data_Licenses
r3d100012081,GOBASE,http://gobase.bcm.umontreal.ca/searches/gene.php,gobase@BCH.UMontreal.CA ,,eng,dataProvider,"Université de Montréal, Faculté de médecine, Département de biochimie et médecine moléculaire, Robert Cedergren Centre",CAN,funding,non-profit,http://www.centrerc.umontreal.ca/bienvenuea.html,International Nucleotide Sequence Database Collaboration Policy(http://www.insdc.org/policy.html) OGMP - Data Acquisition and Analysis(http://megasun.bch.umontreal.ca/ogmp/analysis.html) ,open ,,open  ,Copyrights (http://gobase.bcm.umontreal.ca/) other (http://secretariatgeneral.umontreal.ca/documents-officiels/reglements-et-politiques/recherche/#c3215) 
r3d100012084,Phenylalanine Hydroxylase Locus Knowledgebase,http://www.pahdb.mcgill.ca,pahdb@debelle.mcgill.ca ,,eng,dataProvider,Network of Applied Medical Genetics,CAN,funding,non-profit,http://www.rmga.qc.ca/en/index.html,,open ,,open  ,Copyrights (http://www.pahdb.mcgill.ca/?Topic=About&Section=Copyright&Page=0) 
r3d100012085,Protist EST Program Database,http://megasun.bch.umontreal.ca/pepdb/,tbestdb@bch.umontreal.ca ,About 50 protists,eng,dataProvider,York University,CAN,general,non-profit,http://www.york.ac.uk/,EST processing in TBestDB(http://tbestdb.bcm.umontreal.ca/docs/doc_pipeline.htm) ,open ,,open  restricted  ,Public Domain (http://tbestdb.bcm.umontreal.ca/searches/login.php) 
r3d100012086,Pseudomonas Genome DB,http://www.pseudomonas.com/,http://www.pseudomonas.com/contact pseudocap-mail@sfu.ca ,135 Complete Genomes; 2.199 Draft Genomes; 3.051 Manually-curated annotation updates; 4.206 Curated GO terms,eng,dataProvider,"University of British Columbia, Department of Microbiology and Immunology, R.E. W. Hancock Laboratory",CAN,general,non-profit,http://cmdr.ubc.ca/bobh/,CFF Terms of Agreement(https://www.cff.org/Terms-of-Agreement/) Copyright at UBC(http://copyright.ubc.ca/?utm_campaign=UBC%20CLF&utm_medium=CLF%20Global%20Footer&utm_source=http%3A%2F%2Fwww.ubc.ca%2F) Directions for adding GO annotations to spreadsheet(http://www.pseudomonas.com/static/docs/Instructions_for_GO.pdf) SFU terms and conditions(http://www.sfu.ca/contact/terms-conditions.html) ,open ,,open  ,other (http://www.pseudomonas.com/acknowledgements) 
r3d100012088,Viral Bioinformatics Resource Center,http://virology.uvic.ca/,cupton@uvic.ca http://virology.uvic.ca/help/contact/ ,,eng,dataProvider,"University of Victoria, Centre of Biomedical Research",CAN,general,non-profit,http://cbr.uvic.ca/,Data Sharing and Release Guidelines(https://www.niaid.nih.gov/LabsAndResources/resources/dmid/Pages/data.aspx) ,restricted ,,restricted  ,Copyrights (http://virology.uvic.ca/) 
r3d100012092,Autism Chromosome Rearrangement Database,http://projects.tcag.ca/autism/,crm@sickkids.ca ,,eng,dataProvider,"University of  Toronto, Faculty of Medicine,  McLaughlin Centre",CAN,funding,non-profit,http://www.mclaughlin.utoronto.ca/,TCAG Facilities Terms and Conditions(http://www.tcag.ca/facilities/terms.html) ,open ,,open  ,other (http://www.tcag.ca/facilities/terms.html) 
r3d100012093,Cystic Fibrosis Mutation Database,http://www.genet.sickkids.on.ca/cftr/app,cftr.admin@genet.sickkids.on.ca http://www.genet.sickkids.on.ca/cftr/Contact.html ,2.019 mutations,eng,dataProvider,"The Hospital for Sick Children, The Centre for Applied Genomics",CAN,technical,non-profit,http://www.tcag.ca/projects/databases.html,Guidelines of Cystic Fibrosis Consortium(http://www.genet.sickkids.on.ca/cftr/ConsortiumGuidelinesPage.html) Notice and Disclaimer/Limitation of Liability of Database Use(http://www.tcag.ca/projects/databaseDisclaimer.html) TCAG Facilities Terms and Conditions(http://www.tcag.ca/facilities/terms.html) TCAG Facilities Terms and Conditions download(http://www.tcag.ca/documents/terms-conditions_2016.pdf) Terms and Conditions of Use(http://www.sickkids.ca/AboutSickKids/terms-of-use-page.html) ,open ,,open  ,other (http://www.tcag.ca/facilities/terms.html) 
r3d100012103,NCCOR,https://www.nccor.org/,https://www.nccor.org/contact/ nccor@fhi360.org ,,eng,dataProvider,United States Department of Agriculture,USA,general,non-profit,https://www.usda.gov/,Membership guidelines(https://nccor.org/about/membership-guidelines) Social Media Policy(https://nccor.org/social-media-policy) ,open ,,open  restricted  ,Copyrights (https://www.nccor.org/) Public Domain (https://nccor.org/social-media-policy) 
r3d100012104,Signature Bank,http://www.iusmm.ca/research/signature-bank.html,http://www.banquesignature.ca/contact/?lang=en nfrancois.iusmm@ssss.gouv.qc.ca signature.iusmm@ssss.gouv.qc.ca ,More than 1.400 participants  and 520 for the longitudinal follow-up,eng,dataProvider,"Institut universitaire en santé mentale de Montréal, Centre de recherche",CAN,funding,non-profit,http://www.iusmm.ca/institut.html,Access request procedure(http://www.banquesignature.ca/demande-acces/procedure-de-demande-dacces/?lang=en) MANAGEMENT FRAMEWORK(http://www.iusmm.ca/documents/Management_framework.pdf) ,restricted ,,restricted  ,other (http://www.iusmm.ca/documents/Management_framework.pdf) 
r3d100012114,Chapman University Digital Commons Datasets,https://digitalcommons.chapman.edu/data.html,laughtin@chapman.edu ,,eng,dataProvider,"Chapman University, Leathterby Libraries",USA,general,non-profit,http://www1.chapman.edu/library/,Copyright(https://digitalcommons.chapman.edu/faq.html#faq-14) Rights and Terms of Use(https://digitalcommons.chapman.edu/termsofuse.pdf) ,open ,,embargoed  open  restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) other (http://chapman.libguides.com/copyright) 
r3d100012122,ExAC Browser,http://exac.broadinstitute.org/,exomeconsortium@gmail.com http://exac.broadinstitute.org/contact ,60.706 unrelated individuals,eng,dataProvider,"National Institutes of Health, National Institute of General Medical Sciences",USA,funding,non-profit,https://www.nigms.nih.gov/Pages/default.aspx,"Fort Lauerdale Agreement - Sharing Data from Large-scale 
Biological Research Projects(https://www.genome.gov/pages/research/wellcomereport0303.pdf) GATK Best Practices(https://software.broadinstitute.org/gatk/best-practices/) Terms and Data Information(http://exac.broadinstitute.org/terms) ",open ,,open  ,ODC (https://opendatacommons.org/licenses/odbl/1.0/) 
r3d100012129,Pain Genes Database,http://www.jbldesign.com/jmogil/enter.html,jeffrey.mogil@mcgill.ca ,430 genes,eng,dataProvider,"McGill University, The Alan Edwards Centre for Research on Pain, Pain Genetics Lab",CAN,general,non-profit,https://painresearchcenter.mcgill.ca/index.php,General Policies and Information(https://www.mcgill.ca/study/2020-2021/university_regulations_and_resources/undergraduate/gi_gen_policies_info) University Policies and Regulations(https://www.mcgill.ca/secretariat/policies-and-regulations) ,open ,,open  ,Copyrights (https://www.mcgill.ca/study/2018-2019/disclaimer) other (https://www.mcgill.ca/study/2020-2021/university_regulations_and_resources/undergraduate/gi_policy_concerning_access_records) 
r3d100012135,The Lafora Progressive Myoclonus Epilepsy Mutation and Polymorphism Database,http://projects.tcag.ca/lafora,jmacdonald@sickkids.ca ,190 mutation entries,eng,dataProvider,"The Hospital for Sick Children, The Centre for Applied Genomics",CAN,general,non-profit,http://www.tcag.ca/index.html,SickKids terms of use(https://www.sickkids.ca/en/about/terms-of-use/) TCAG Facilities Terms and Conditions(http://tcag.ca/facilities/terms.html) ,open ,,open  ,Copyrights (https://www.sickkids.ca/en/about/terms-of-use/) 
r3d100012136,The Chromosome 7 Annotation Project,http://www.chr7.org/,jmacdonald@sickkids.ca ,,eng,dataProvider,"The Hospital for Sick Children, The Centre for Applied Genomics",CAN,funding,non-profit,http://www.tcag.ca/,TCAG Facilities Terms and Conditions(http://www.tcag.ca/facilities/terms.html) ,open ,,open  ,other (http://www.tcag.ca/facilities/terms.html) 
r3d100012139,The Centre for Applied Genomics Databases,http://www.tcag.ca/databases/index.html,http://www.tcag.ca/contact/index.html ,,eng,dataProvider,"University of Toronto, McLaughlin Centre",CAN,funding,non-profit,http://www.mclaughlin.utoronto.ca/home.htm,TCAG Facilities Terms and Conditions(http://www.tcag.ca/facilities/terms.html) Terms of use(https://www.sickkids.ca/en/about/terms-of-use/) ,open ,other (http://www.tcag.ca/databases/databaseDisclaimer.html) ,open  restricted  ,Copyrights (https://www.sickkids.ca/en/about/terms-of-use/) other (http://www.tcag.ca/facilities/terms.html) 
r3d100012140,Brunel figshare,https://brunel.figshare.com/,researchdata@brunel.ac.uk ,,eng,dataProvider,figshare,AAA,technical,commercial,https://figshare.com/,Brunel Research Data Management(https://www.brunel.ac.uk/life/library/SCO/Research-Data-Management) Brunel Research Data Repository & Registry User Guide(https://www.brunel.ac.uk/life/library/documents/pdf/Brunel-Figshare-User-Guide.pdf) Funder open access and data policies(https://www.brunel.ac.uk/life/library/SCO/Funder-open-access-and-data-policies) ,open ,,embargoed  open  restricted  ,CC (https://creativecommons.org/) 
r3d100012143,Loughborough Data Repository,https://repository.lboro.ac.uk/,rdm@lboro.ac.uk ,,eng,dataProvider,Loughborough University,GBR,general,non-profit,https://www.lboro.ac.uk/,Research Data Archiving(https://www.lboro.ac.uk/research/support/publishing/archiving-your-data/) Research Data Management Policy(https://www.lboro.ac.uk/media/wwwlboroacuk/content/library/downloads/researchsupport/2016_09_21_ResearchDataManagementPolicy.pdf) Research Data takedown policy(https://www.lboro.ac.uk/media/media/research/support/documents/data_repo_takedown_policy.pdf) ,open ,CC0 (https://creativecommons.org/licenses/by/3.0/) ,embargoed  open  restricted  ,CC (https://creativecommons.org/) other (https://www.gnu.org/licenses/#GPL) 
r3d100012144,University of Salford Data Repository,https://salford.figshare.com/,researchdata@salford.ac.uk ,,eng,dataProvider,figshare,AAA,technical,commercial,https://knowledge.figshare.com/institutions,Research data Management Plan(https://www.salford.ac.uk/library/open-research/open-data/research-data-management/data-management-plan) Research data Management Policy(https://www.salford.ac.uk/sites/default/files/2020-05/ResearchDataManagementPolicy2016.pdf) Research data Management Salford(https://www.salford.ac.uk/research/research-integrity/research-data-management) ,open ,,embargoed  open  restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) CC0 (https://creativecommons.org/) 
r3d100012153,Exposome-Explorer,http://exposome-explorer.iarc.fr/,http://exposome-explorer.iarc.fr/contact ,"489 dietary and pollutant biomarkers,   10.510 concentration values measured in blood, urine and other biospecimens,  8.034 correlation values between dietary biomarker levels and food intake",eng,dataProvider,"World Health Organization, International Agency for Research on Cancer",AAA,funding,non-profit,http://www.iarc.fr/,Privacy(http://www.iarc.fr/en/privacy.php) ,open ,,open  ,Copyrights (http://www.iarc.fr/en/copyright.php) 
r3d100012177,JenAge Ageing Factor Database,http://agefactdb.jenage.de/,info@leibniz-fli.de ,"Aging factors 16.599, observations 9.611",eng,dataProvider,Leibniz-Institut für Alternsforschung - Fritz-Lipmann-Institut,DEU,general,non-profit,http://www.leibniz-fli.de/de/,,open ,,open  ,Copyrights (http://agefactdb.jenage.de/upper-menu/imprint.html) 
r3d100012178,Cancer Genome Anatomy Project,https://cgap.nci.nih.gov/cgap_mitelman_retire_notice.html,ncicbiit@mail.nih.gov ,,eng,serviceProvider,"National Institutes of Health, National Cancer Institute",USA,funding,non-profit,https://www.cancer.gov/,,open ,,open  restricted  ,other (https://ocg.cancer.gov/about-ocg/data-policies) other (https://www.genome.jp/kegg/legal.html) 
r3d100012181,Brain-CODE,https://www.braincode.ca/,help@braincode.ca ,,eng,dataProvider,Ontario Brain Institute,CAN,general,non-profit,http://www.braininstitute.ca/homepage,"BRAIN-CODE INFORMATICS GOVERNANCE POLICY(https://www.braincode.ca/sites/default/files/about/OBI-Governance-v2-2016-02-03.pdf#page=9&zoom=auto,69,720) Platform Terms of Use Agreement(https://www.braincode.ca/content/platform-terms-use-agreement) Security Policies(https://www.braincode.ca/sites/default/files/about/BrainCODE_SecurityPolicies_v1_4_20140509_TopLevel-PUBLIC_0.pdf) ",restricted ,,embargoed  restricted  restricted  ,"other (https://www.braincode.ca/sites/default/files/about/OBI-Governance-v2-2016-02-03.pdf#page=9&zoom=auto,69,720) "
r3d100012183,CMU Graphics Lab Motion Capture Database,http://mocap.cs.cmu.edu/,jkh+mocap@cs.cmu.edu ,2.605  trials in  6  categories and  23  subcategories,eng,dataProvider,National Science Foundation,USA,funding,non-profit,https://nsf.gov/,How can I use this data(http://mocap.cs.cmu.edu/faqs.php) ,open ,,open  ,Copyrights (http://mocap.cs.cmu.edu/) 
r3d100012186,SilkPathDB,http://silkpathdb.swu.edu.cn/,https://people.biodb.org/contact ,,eng,dataProvider,"Southwest University, State Key Laboratory of Silkworm Genome Biology",CHN,general,non-profit,http://sklsgb.swu.edu.cn/,,open ,,open  ,Copyrights (http://silkpathdb.swu.edu.cn/) 
r3d100012189,T3DB,http://www.t3db.ca/,http://www.t3db.ca/w/contact ,"3,673 toxins described by 41,733 synonyms",eng,dataProvider,"University of Alberta, Faculty of Science, Departments of Biological Sciences and Computing Science, Wishart Research Group",CAN,general,non-profit,http://www.wishartlab.com/,,open ,,open  ,other (http://www.t3db.ca/downloads) 
r3d100012195,SuperTarget,http://bioinformatics.charite.de/supertarget/,robert.preissner@charite.de ,,eng,dataProvider,"Charité-Universitätsmedizin Berlin, Institute for Physiology, Structural Bioinformatics Group",DEU,funding,non-profit,http://bioinf-apache.charite.de/main/index.php,Frequently asked questions(http://bioinformatics.charite.de/supertarget/index.php?site=about) ,open ,,open  ,Copyrights (https://www.charite.de/en/service/legal_notices/) other (http://bioinf-apache.charite.de/main/web_data.php) 
r3d100012198,ScienceData,https://sciencedata.dk,frederik.orellana@deic.dk martin.bech@deic.dk ,,dan,dataProvider,DeIC,DNK,general,non-profit,https://www.deic.dk/en,Terms and conditions(https://sciencedata.dk/terms) ,restricted ,,restricted  ,Copyrights (https://sciencedata.dk/sites/user/user_agreement.pdf) 
r3d100012213,freeBIRD,https://ctu-app.lshtm.ac.uk/freebird/,CTU@Lshtm.ac.uk https://ctu-app.lshtm.ac.uk/freebird/index.php/contact/ ,,eng,dataProvider,Pfizer,USA,funding,non-profit,https://www.pfizer.com/,ICH Good Clinical Practice Guidelines(http://www.crash2.lshtm.ac.uk/ICHGCP/TableOfContents.htm) Policies and guidance for researchers(https://www.mrc.ac.uk/research/policies-and-guidance-for-researchers/) Terms and Conditions(https://ctu-app.lshtm.ac.uk/freebird/index.php/about/terms-conditions/) ,restricted ,,restricted  ,other (https://ctu-app.lshtm.ac.uk/freebird/index.php/about/terms-conditions/) other (https://www.lshtm.ac.uk/aboutus/organisation/data-protection) 
r3d100012235,YODA Project,https://yoda.yale.edu/,https://yoda.yale.edu/about/contact-us ,398 trials,eng,serviceProvider,"Yale University, Center for Outcomes Research & Evaluation",USA,funding,non-profit,https://medicine.yale.edu/core/,Policies and Procedures to Guide External Investigator Access to Clinical Trial Data(https://yoda.yale.edu/policies-procedures-guide-external-investigator-access-clinical-trial-data) ,open ,,restricted  ,other (https://yoda.yale.edu/data-use-agreement) other (https://yoda.yale.edu/sites/default/files/files/YODA%20Project%20J%26J%20Medical%20Device%20DUA%20February%202016.pdf) 
r3d100012244,OHSU Digital Commons,https://digitalcollections.ohsu.edu/,https://digitalcollections.ohsu.edu/contact?locale=en ,,eng,dataProvider,"Oregon Health & Science University, Library",USA,general,non-profit,https://www.ohsu.edu/library,Copyright at OHSU(https://libguides.ohsu.edu/copyright) OHSU Digital Commons Copyright and Publication Policy(https://www.ohsu.edu/library/ohsu-digital-commons-copyright-and-publication-policy) ,open ,,open  ,Copyrights (https://www.ohsu.edu/library/ohsu-digital-commons-copyright-and-publication-policy) 
r3d100012251,RAMEDIS,https://agbi.techfak.uni-bielefeld.de/ramedis/htdocs/eng/index.php,https://agbi.techfak.uni-bielefeld.de/ramedis/htdocs/eng/staff.php ,818 patients have been published with 93 different genetic metabolic diseases,eng,dataProvider,"Universität Tübingen, Klinik für Kinder- und Jugendmedizin",DEU,general,non-profit,http://www.medizin.uni-tuebingen.de/kinderklinik/de/,,open ,,open  restricted  ,Copyrights (https://agbi.techfak.uni-bielefeld.de/ramedis/htdocs/eng/staff.php) 
r3d100012268,Curtin University Research Data Collection,https://researchdata.ands.org.au/contributors/curtin-university,researchdata@curtin.edu.au ,2758 data records,eng,dataProvider,Research Data Australia contributors,AUS,general,non-profit,https://researchdata.ands.org.au/contributors,Australian Code for the Responsible Conduct of Research(https://www.nhmrc.gov.au/about-us/publications/australian-code-responsible-conduct-research-2018) Curtin Research Data Collection(https://library.curtin.edu.au/about/research-data-collection/) Research Data and Primary Materials Policy(https://policies.curtin.edu.au/local/docs/policy/Research_Data_and_Primary_Materials_Policy.pdf) ,open ,,open  restricted  ,CC (https://creativecommons.org.au/) Copyrights (https://policies.curtin.edu.au/local/docs/policy/Research_Data_and_Primary_Materials_Policy.pdf) 
